from_node,to_node,from_bus,to_bus,phase,line_name,linecode,nph_line,length,R_per_len,X_per_len,C_per_len,R_full,X_full,C_full,u_idx,v_idx,from_base_kv,to_base_kv,length_unit
l2767341.2,m1125969.2,l2767341,m1125969,2,Line.ln5927296-1,3ph_h-397_acsr397_acsr397_acsr2/0_acsr,3,0.026095068,0.264634,0.708729,9.62226,0.006905642225111999,0.018494331448572,0.25109352901368,3321,3437,7.199557856794634,7.199557856794634,km
m1125969.3,l2767341.3,m1125969,l2767341,3,Line.ln5927296-1,3ph_h-397_acsr397_acsr397_acsr2/0_acsr,3,0.026095068,0.271698,0.692021,9.43197,0.007089977785463999,0.018058335052427998,0.24612789852396,3439,3322,7.199557856794634,7.199557856794634,km
l2767341.3,m1125969.3,l2767341,m1125969,3,Line.ln5927296-1,3ph_h-397_acsr397_acsr397_acsr2/0_acsr,3,0.026095068,0.271698,0.692021,9.43197,0.007089977785463999,0.018058335052427998,0.24612789852396,3322,3439,7.199557856794634,7.199557856794634,km
m1166361.1,l2989600.1,m1166361,l2989600,1,Line.ln6015890-1,1ph-4_wpalxx4_wpal,1,0.016819469,1.63382,0.89683,6.32285,0.027479984841580003,0.015084204383270001,0.10634697956665,2721,3496,7.199557856794634,7.199557856794634,km
l2989600.1,m1166361.1,l2989600,m1166361,1,Line.ln6015890-1,1ph-4_wpalxx4_wpal,1,0.016819469,1.63382,0.89683,6.32285,0.027479984841580003,0.015084204383270001,0.10634697956665,3496,2721,7.199557856794634,7.199557856794634,km
m1125905.2,l3142098.2,m1125905,l3142098,2,Line.ln6139645-1,1ph-x4_acsrx4_wpal,1,0.025515621,1.67723,0.932411,6.32285,0.04279556500983,0.023791045692231,0.16133144423985,1686,3716,7.199557856794634,7.199557856794634,km
l3142098.2,m1125905.2,l3142098,m1125905,2,Line.ln6139645-1,1ph-x4_acsrx4_wpal,1,0.025515621,1.67723,0.932411,6.32285,0.04279556500983,0.023791045692231,0.16133144423985,3716,1686,7.199557856794634,7.199557856794634,km
m1026783.3,m1026784.3,m1026783,m1026784,3,Line.ln6290214-1,1ph-xx4_acsr4_acsr,1,0.008151386,1.67466,0.93456,6.32285,0.01365080007876,0.00761795930016,0.0515399909701,182,3717,7.199557856794634,7.199557856794634,km
m1026784.3,m1026783.3,m1026784,m1026783,3,Line.ln6290214-1,1ph-xx4_acsr4_acsr,1,0.008151386,1.67466,0.93456,6.32285,0.01365080007876,0.00761795930016,0.0515399909701,3717,182,7.199557856794634,7.199557856794634,km
l3232301.3,m1069328.3,l3232301,m1069328,3,Line.ln81037792-1,1p_1/0_axnj_db,1,0.014757318,0.958962,0.541276,25.92348339844129,0.014151707183916,0.007987782057768,0.38256108817851886,3456,3279,7.199557856794634,7.199557856794634,km
m1069328.3,l3232301.3,m1069328,l3232301,3,Line.ln81037792-1,1p_1/0_axnj_db,1,0.014757318,0.958962,0.541276,25.92348339844129,0.014151707183916,0.007987782057768,0.38256108817851886,3279,3456,7.199557856794634,7.199557856794634,km
l2970845.2,l2897771.2,l2970845,l2897771,2,Line.ln5501096-1,1ph-x2_acsrx2_acsr,1,0.087836189,1.1223,0.896365,6.495819999999999,0.0985785549147,0.07873328555298499,0.5705680732299799,3584,3718,7.199557856794634,7.199557856794634,km
l2897771.2,l2970845.2,l2897771,l2970845,2,Line.ln5501096-1,1ph-x2_acsrx2_acsr,1,0.087836189,1.1223,0.896365,6.495819999999999,0.0985785549147,0.07873328555298499,0.5705680732299799,3718,3584,7.199557856794634,7.199557856794634,km
m1047314.1,m1047311.1,m1047314,m1047311,1,Line.ln5756001-1,1ph-4_acsrxx4_acsr,1,0.022318059,1.67466,0.93456,6.32285,0.037375160684940005,0.02085756521904,0.14111373934815,1084,3033,7.199557856794634,7.199557856794634,km
m1047311.1,m1047314.1,m1047311,m1047314,1,Line.ln5756001-1,1ph-4_acsrxx4_acsr,1,0.022318059,1.67466,0.93456,6.32285,0.037375160684940005,0.02085756521904,0.14111373934815,3033,1084,7.199557856794634,7.199557856794634,km
m4118754.2,m1026312.2,m4118754,m1026312,2,Line.ln6380821-3,1ph-x4_acsrx4_wpal,1,0.13543285,1.67723,0.932411,6.32285,0.2271520390055,0.12627907910135,0.8563215956225,820,78,7.199557856794634,7.199557856794634,km
m1026312.2,m4118754.2,m1026312,m4118754,2,Line.ln6380821-3,1ph-x4_acsrx4_wpal,1,0.13543285,1.67723,0.932411,6.32285,0.2271520390055,0.12627907910135,0.8563215956225,78,820,7.199557856794634,7.199557856794634,km
m1125979.3,l2917255.3,m1125979,l2917255,3,Line.ln5957413-1,1ph-xx2_acsr2_acsr,1,0.090878176,1.1223,0.896365,6.495819999999999,0.10199257692480002,0.08146001623024,0.5903282732243199,3705,3719,7.199557856794634,7.199557856794634,km
l2917255.3,m1125979.3,l2917255,m1125979,3,Line.ln5957413-1,1ph-xx2_acsr2_acsr,1,0.090878176,1.1223,0.896365,6.495819999999999,0.10199257692480002,0.08146001623024,0.5903282732243199,3719,3705,7.199557856794634,7.199557856794634,km
l2897776.3,l3254215.3,l2897776,l3254215,3,Line.ln6411378-1,1ph-xx2_acsr2_acsr,1,0.14532174,1.1223,0.896365,6.495819999999999,0.163094588802,0.1302613214751,0.9439838651267999,1022,3720,7.199557856794634,7.199557856794634,km
l3254215.3,l2897776.3,l3254215,l2897776,3,Line.ln6411378-1,1ph-xx2_acsr2_acsr,1,0.14532174,1.1223,0.896365,6.495819999999999,0.163094588802,0.1302613214751,0.9439838651267999,3720,1022,7.199557856794634,7.199557856794634,km
m1069554.2,l3160115.2,m1069554,l3160115,2,Line.ln5653478-1,1ph-x4_wpalx4_wpal,1,0.033321905,1.63382,0.89683,6.32285,0.0544419948271,0.02988408406115,0.21068940702925,3040,2707,7.199557856794634,7.199557856794634,km
l3160115.2,m1069554.2,l3160115,m1069554,2,Line.ln5653478-1,1ph-x4_wpalx4_wpal,1,0.033321905,1.63382,0.89683,6.32285,0.0544419948271,0.02988408406115,0.21068940702925,2707,3040,7.199557856794634,7.199557856794634,km
m1010003.1,l2989571.1,m1010003,l2989571,1,Line.ln5803302-1,1ph-2_acsrxx2_acsr,1,0.05943601,1.1223,0.896365,6.495819999999999,0.066705034023,0.053276359103649994,0.38608562247819994,2995,3721,7.199557856794634,7.199557856794634,km
l2989571.1,m1010003.1,l2989571,m1010003,1,Line.ln5803302-1,1ph-2_acsrxx2_acsr,1,0.05943601,1.1223,0.896365,6.495819999999999,0.066705034023,0.053276359103649994,0.38608562247819994,3721,2995,7.199557856794634,7.199557856794634,km
m1108278.2,l3179699.2,m1108278,l3179699,2,Line.ln5987964-1,1ph-x2_acsrx2_acsr,1,0.11513919,1.1223,0.896365,6.495819999999999,0.12922071293700002,0.10320674004435,0.7479234531857999,548,3722,7.199557856794634,7.199557856794634,km
l3179699.2,m1108278.2,l3179699,m1108278,2,Line.ln5987964-1,1ph-x2_acsrx2_acsr,1,0.11513919,1.1223,0.896365,6.495819999999999,0.12922071293700002,0.10320674004435,0.7479234531857999,3722,548,7.199557856794634,7.199557856794634,km
m1026797.1,m1026796.1,m1026797,m1026796,1,Line.ln5649275-1,3ph_h-4_acsr4_acsr4_acsr4_acsr,3,0.002551339,1.6834,0.9273,7.600980000000001,0.0042949240726,0.0023658566547000003,0.019392676712220003,3645,3288,7.199557856794634,7.199557856794634,km
m1026796.1,m1026797.1,m1026796,m1026797,1,Line.ln5649275-1,3ph_h-4_acsr4_acsr4_acsr4_acsr,3,0.002551339,1.6834,0.9273,7.600980000000001,0.0042949240726,0.0023658566547000003,0.019392676712220003,3288,3645,7.199557856794634,7.199557856794634,km
m1026797.2,m1026796.2,m1026797,m1026796,2,Line.ln5649275-1,3ph_h-4_acsr4_acsr4_acsr4_acsr,3,0.002551339,1.67686,0.932728,7.88811,0.0042782383155400006,0.002379705322792,0.02012524267929,3646,3289,7.199557856794634,7.199557856794634,km
m1026796.2,m1026797.2,m1026796,m1026797,2,Line.ln5649275-1,3ph_h-4_acsr4_acsr4_acsr4_acsr,3,0.002551339,1.67686,0.932728,7.88811,0.0042782383155400006,0.002379705322792,0.02012524267929,3289,3646,7.199557856794634,7.199557856794634,km
m1026797.3,m1026796.3,m1026797,m1026796,3,Line.ln5649275-1,3ph_h-4_acsr4_acsr4_acsr4_acsr,3,0.002551339,1.68543,0.925637,7.78037,0.0043001032907700005,0.002361613777943,0.01985036141543,3647,3290,7.199557856794634,7.199557856794634,km
m1026796.3,m1026797.3,m1026796,m1026797,3,Line.ln5649275-1,3ph_h-4_acsr4_acsr4_acsr4_acsr,3,0.002551339,1.68543,0.925637,7.78037,0.0043001032907700005,0.002361613777943,0.01985036141543,3290,3647,7.199557856794634,7.199557856794634,km
m1089141.1,l3160107.1,m1089141,l3160107,1,Line.ln6259995-1,3ph_h-4_acsr4_acsr4_acsr2_wpal,3,0.11055144,1.68355,0.885706,7.600980000000001,0.186118876812,0.09791607371664,0.8402992844112,1740,2936,7.199557856794634,7.199557856794634,km
l3160107.1,m1089141.1,l3160107,m1089141,1,Line.ln6259995-1,3ph_h-4_acsr4_acsr4_acsr2_wpal,3,0.11055144,1.68355,0.885706,7.600980000000001,0.186118876812,0.09791607371664,0.8402992844112,2936,1740,7.199557856794634,7.199557856794634,km
m1089141.2,l3160107.2,m1089141,l3160107,2,Line.ln6259995-1,3ph_h-4_acsr4_acsr4_acsr2_wpal,3,0.11055144,1.67665,0.894001,7.88811,0.185356071876,0.09883309791144,0.8720419193784,1741,2937,7.199557856794634,7.199557856794634,km
l3160107.2,m1089141.2,l3160107,m1089141,2,Line.ln6259995-1,3ph_h-4_acsr4_acsr4_acsr2_wpal,3,0.11055144,1.67665,0.894001,7.88811,0.185356071876,0.09883309791144,0.8720419193784,2937,1741,7.199557856794634,7.199557856794634,km
m1089141.3,l3160107.3,m1089141,l3160107,3,Line.ln6259995-1,3ph_h-4_acsr4_acsr4_acsr2_wpal,3,0.11055144,1.68569,0.883149,7.78037,0.1863554568936,0.09763339368455999,0.8601311072328,1742,2938,7.199557856794634,7.199557856794634,km
l3160107.3,m1089141.3,l3160107,m1089141,3,Line.ln6259995-1,3ph_h-4_acsr4_acsr4_acsr2_wpal,3,0.11055144,1.68569,0.883149,7.78037,0.1863554568936,0.09763339368455999,0.8601311072328,2938,1742,7.199557856794634,7.199557856794634,km
l3027133.1,m3037453.1,l3027133,m3037453,1,Line.ln5528079-3,1ph-2_acsrxx2_acsr,1,0.060312235,1.1223,0.896365,6.495819999999999,0.0676884213405,0.054061776525775,0.39177742235769997,3527,3197,7.199557856794634,7.199557856794634,km
m3037453.1,l3027133.1,m3037453,l3027133,1,Line.ln5528079-3,1ph-2_acsrxx2_acsr,1,0.060312235,1.1223,0.896365,6.495819999999999,0.0676884213405,0.054061776525775,0.39177742235769997,3197,3527,7.199557856794634,7.199557856794634,km
m1026339.2,l3029507.2,m1026339,l3029507,2,Line.ln5623407-1,1ph-x2_acsrx2_acsr,1,0.088318979,1.1223,0.896365,6.495819999999999,0.09912039013170001,0.079166041611335,0.57370419016778,2283,3723,7.199557856794634,7.199557856794634,km
l3029507.2,m1026339.2,l3029507,m1026339,2,Line.ln5623407-1,1ph-x2_acsrx2_acsr,1,0.088318979,1.1223,0.896365,6.495819999999999,0.09912039013170001,0.079166041611335,0.57370419016778,3723,2283,7.199557856794634,7.199557856794634,km
l2935568.2,l3235246.2,l2935568,l3235246,2,Line.ln5895805-1,1ph-x4_acsrx4_acsr,1,0.18427588,1.67466,0.93456,6.32285,0.3085994452008,0.17221686641279998,1.165148747858,3007,594,7.199557856794634,7.199557856794634,km
l3235246.2,l2935568.2,l3235246,l2935568,2,Line.ln5895805-1,1ph-x4_acsrx4_acsr,1,0.18427588,1.67466,0.93456,6.32285,0.3085994452008,0.17221686641279998,1.165148747858,594,3007,7.199557856794634,7.199557856794634,km
m1108492.1,n1142102.1,m1108492,n1142102,1,Line.ln5503478-2,1ph-4_acsrxx4_acsr,1,0.007313548,1.67466,0.93456,6.32285,0.01224770629368,0.006834949418879999,0.0462424669718,2244,3166,7.199557856794634,7.199557856794634,km
n1142102.1,m1108492.1,n1142102,m1108492,1,Line.ln5503478-2,1ph-4_acsrxx4_acsr,1,0.007313548,1.67466,0.93456,6.32285,0.01224770629368,0.006834949418879999,0.0462424669718,3166,2244,7.199557856794634,7.199557856794634,km
l3047073.3,m1069250.3,l3047073,m1069250,3,Line.ln8979358-3,1p_1/0_axnj_db,1,0.21254262,0.958962,0.541276,25.92348339844129,0.20382029596044,0.11504421918312,5.509845081031216,3135,3249,7.199557856794634,7.199557856794634,km
m1069250.3,l3047073.3,m1069250,l3047073,3,Line.ln8979358-3,1p_1/0_axnj_db,1,0.21254262,0.958962,0.541276,25.92348339844129,0.20382029596044,0.11504421918312,5.509845081031216,3249,3135,7.199557856794634,7.199557856794634,km
m1108350.3,m1108360.3,m1108350,m1108360,3,Line.ln5833631-1,1ph-xx4_acsr4_acsr,1,0.23778577,1.67466,0.93456,6.32285,0.3982103175882,0.2222250692112,1.5034837558445,2397,242,7.199557856794634,7.199557856794634,km
m1108360.3,m1108350.3,m1108360,m1108350,3,Line.ln5833631-1,1ph-xx4_acsr4_acsr,1,0.23778577,1.67466,0.93456,6.32285,0.3982103175882,0.2222250692112,1.5034837558445,242,2397,7.199557856794634,7.199557856794634,km
m1069730.2,l2748124.2,m1069730,l2748124,2,Line.ln5532733-1,1ph-x4_acsrx1/0_tpx,1,0.04621324,1.58334,0.798203,6.32285,0.0731712714216,0.03688754680772,0.292199384534,1397,3724,7.199557856794634,7.199557856794634,km
l2748124.2,m1069730.2,l2748124,m1069730,2,Line.ln5532733-1,1ph-x4_acsrx1/0_tpx,1,0.04621324,1.58334,0.798203,6.32285,0.0731712714216,0.03688754680772,0.292199384534,3724,1397,7.199557856794634,7.199557856794634,km
l2879773.1,m1108298.1,l2879773,m1108298,1,Line.ln6321427-1,3ph_h-397_acsr397_acsr397_acsr2/0_acsr,3,0.092671409,0.270019,0.695974,9.13606,0.025023041186771,0.064496891207366,0.84665155290854,3330,1000,7.199557856794634,7.199557856794634,km
m1108298.1,l2879773.1,m1108298,l2879773,1,Line.ln6321427-1,3ph_h-397_acsr397_acsr397_acsr2/0_acsr,3,0.092671409,0.270019,0.695974,9.13606,0.025023041186771,0.064496891207366,0.84665155290854,1000,3330,7.199557856794634,7.199557856794634,km
l2879773.2,m1108298.2,l2879773,m1108298,2,Line.ln6321427-1,3ph_h-397_acsr397_acsr397_acsr2/0_acsr,3,0.092671409,0.264634,0.708729,9.62226,0.024524005649305996,0.065678915029161,0.89170839196434,3331,1001,7.199557856794634,7.199557856794634,km
m1108298.2,l2879773.2,m1108298,l2879773,2,Line.ln6321427-1,3ph_h-397_acsr397_acsr397_acsr2/0_acsr,3,0.092671409,0.264634,0.708729,9.62226,0.024524005649305996,0.065678915029161,0.89170839196434,1001,3331,7.199557856794634,7.199557856794634,km
l2879773.3,m1108298.3,l2879773,m1108298,3,Line.ln6321427-1,3ph_h-397_acsr397_acsr397_acsr2/0_acsr,3,0.092671409,0.271698,0.692021,9.43197,0.025178636482482,0.064130561127589,0.8740739495457299,3332,1002,7.199557856794634,7.199557856794634,km
m1108298.3,l2879773.3,m1108298,l2879773,3,Line.ln6321427-1,3ph_h-397_acsr397_acsr397_acsr2/0_acsr,3,0.092671409,0.271698,0.692021,9.43197,0.025178636482482,0.064130561127589,0.8740739495457299,1002,3332,7.199557856794634,7.199557856794634,km
l2691939.2,l2860478.2,l2691939,l2860478,2,Line.ln5714041-1,1ph-x4_wpalx4_wpal,1,0.062262596,1.63382,0.89683,6.32285,0.10172587459672001,0.05583896397068001,0.3936770551186,1639,2122,7.199557856794634,7.199557856794634,km
l2860478.2,l2691939.2,l2860478,l2691939,2,Line.ln5714041-1,1ph-x4_wpalx4_wpal,1,0.062262596,1.63382,0.89683,6.32285,0.10172587459672001,0.05583896397068001,0.3936770551186,2122,1639,7.199557856794634,7.199557856794634,km
m1047777.2,l2748131.2,m1047777,l2748131,2,Line.ln6320334-1,1ph-x4_acsrx4_wpal,1,0.10907268,1.67723,0.932411,6.32285,0.1829399710764,0.10170056663148,0.689650194738,3168,3602,7.199557856794634,7.199557856794634,km
l2748131.2,m1047777.2,l2748131,m1047777,2,Line.ln6320334-1,1ph-x4_acsrx4_wpal,1,0.10907268,1.67723,0.932411,6.32285,0.1829399710764,0.10170056663148,0.689650194738,3602,3168,7.199557856794634,7.199557856794634,km
d5958866-1_int.1,e183493.1,d5958866-1_int,e183493,1,Line.a8645_48332_sw,,3,0.001,0.001,0.01,0.0,1e-06,1e-05,0.0,3725,2534,7.199557856794634,7.199557856794634,none_or_default
e183493.1,d5958866-1_int.1,e183493,d5958866-1_int,1,Line.a8645_48332_sw,,3,0.001,0.001,0.01,0.0,1e-06,1e-05,0.0,2534,3725,7.199557856794634,7.199557856794634,none_or_default
d5958866-1_int.2,e183493.2,d5958866-1_int,e183493,2,Line.a8645_48332_sw,,3,0.001,0.001,0.01,0.0,1e-06,1e-05,0.0,3726,2535,7.199557856794634,7.199557856794634,none_or_default
e183493.2,d5958866-1_int.2,e183493,d5958866-1_int,2,Line.a8645_48332_sw,,3,0.001,0.001,0.01,0.0,1e-06,1e-05,0.0,2535,3726,7.199557856794634,7.199557856794634,none_or_default
d5958866-1_int.3,e183493.3,d5958866-1_int,e183493,3,Line.a8645_48332_sw,,3,0.001,0.001,0.01,0.0,1e-06,1e-05,0.0,3727,2536,7.199557856794634,7.199557856794634,none_or_default
e183493.3,d5958866-1_int.3,e183493,d5958866-1_int,3,Line.a8645_48332_sw,,3,0.001,0.001,0.01,0.0,1e-06,1e-05,0.0,2536,3727,7.199557856794634,7.199557856794634,none_or_default
l2861218.1,d5958866-1_int.1,l2861218,d5958866-1_int,1,Line.ln5958866-1,3ph_h-397_acsr397_acsr397_acsr2/0_acsr,3,0.15933779,0.270019,0.695974,9.13606,0.04302423071801,0.11089495905746,1.4557196097074,3728,3725,7.199557856794634,7.199557856794634,km
d5958866-1_int.1,l2861218.1,d5958866-1_int,l2861218,1,Line.ln5958866-1,3ph_h-397_acsr397_acsr397_acsr2/0_acsr,3,0.15933779,0.270019,0.695974,9.13606,0.04302423071801,0.11089495905746,1.4557196097074,3725,3728,7.199557856794634,7.199557856794634,km
l2861218.2,d5958866-1_int.2,l2861218,d5958866-1_int,2,Line.ln5958866-1,3ph_h-397_acsr397_acsr397_acsr2/0_acsr,3,0.15933779,0.264634,0.708729,9.62226,0.042166196718859995,0.11292731256891002,1.5331896432054002,3729,3726,7.199557856794634,7.199557856794634,km
d5958866-1_int.2,l2861218.2,d5958866-1_int,l2861218,2,Line.ln5958866-1,3ph_h-397_acsr397_acsr397_acsr2/0_acsr,3,0.15933779,0.264634,0.708729,9.62226,0.042166196718859995,0.11292731256891002,1.5331896432054002,3726,3729,7.199557856794634,7.199557856794634,km
l2861218.3,d5958866-1_int.3,l2861218,d5958866-1_int,3,Line.ln5958866-1,3ph_h-397_acsr397_acsr397_acsr2/0_acsr,3,0.15933779,0.271698,0.692021,9.43197,0.043291758867420004,0.11026509677359,1.5028692551463,3730,3727,7.199557856794634,7.199557856794634,km
d5958866-1_int.3,l2861218.3,d5958866-1_int,l2861218,3,Line.ln5958866-1,3ph_h-397_acsr397_acsr397_acsr2/0_acsr,3,0.15933779,0.271698,0.692021,9.43197,0.043291758867420004,0.11026509677359,1.5028692551463,3727,3730,7.199557856794634,7.199557856794634,km
l3103822.1,m1047577.1,l3103822,m1047577,1,Line.ln6163390-1,3ph_h-2/0_acsr2/0_acsr2/0_acsr2_acsr,3,0.11707709,0.66087,0.869947,8.3452,0.0773727364683,0.10185086321423,0.9770317314679999,1448,3349,7.199557856794634,7.199557856794634,km
m1047577.1,l3103822.1,m1047577,l3103822,1,Line.ln6163390-1,3ph_h-2/0_acsr2/0_acsr2/0_acsr2_acsr,3,0.11707709,0.66087,0.869947,8.3452,0.0773727364683,0.10185086321423,0.9770317314679999,3349,1448,7.199557856794634,7.199557856794634,km
l3103822.2,m1047577.2,l3103822,m1047577,2,Line.ln6163390-1,3ph_h-2/0_acsr2/0_acsr2/0_acsr2_acsr,3,0.11707709,0.653999,0.878528,8.72099,0.07656829978291,0.10285550172352,1.0210281311191,1449,3350,7.199557856794634,7.199557856794634,km
m1047577.2,l3103822.2,m1047577,l3103822,2,Line.ln6163390-1,3ph_h-2/0_acsr2/0_acsr2/0_acsr2_acsr,3,0.11707709,0.653999,0.878528,8.72099,0.07656829978291,0.10285550172352,1.0210281311191,3350,1449,7.199557856794634,7.199557856794634,km
l3103822.3,m1047577.3,l3103822,m1047577,3,Line.ln6163390-1,3ph_h-2/0_acsr2/0_acsr2/0_acsr2_acsr,3,0.11707709,0.663007,0.8673,8.57671,0.07762293020963,0.101540960157,1.0041362485739,1450,3351,7.199557856794634,7.199557856794634,km
m1047577.3,l3103822.3,m1047577,l3103822,3,Line.ln6163390-1,3ph_h-2/0_acsr2/0_acsr2/0_acsr2_acsr,3,0.11707709,0.663007,0.8673,8.57671,0.07762293020963,0.101540960157,1.0041362485739,3351,1450,7.199557856794634,7.199557856794634,km
m1108423.1,l2802481.1,m1108423,l2802481,1,Line.ln81048110-1,1p_1/0_axnj_db,1,0.041186548,0.958962,0.541276,25.92348339844129,0.039496334443176004,0.022293289955248,1.0676987933171054,3541,1159,7.199557856794634,7.199557856794634,km
l2802481.1,m1108423.1,l2802481,m1108423,1,Line.ln81048110-1,1p_1/0_axnj_db,1,0.041186548,0.958962,0.541276,25.92348339844129,0.039496334443176004,0.022293289955248,1.0676987933171054,1159,3541,7.199557856794634,7.199557856794634,km
l2821010.1,m1026773.1,l2821010,m1026773,1,Line.ln6349988-1,1ph-4_acsrxx4_acsr,1,0.10899541,1.67466,0.93456,6.32285,0.1825302533106,0.10186275036959999,0.6891616281185,1415,3211,7.199557856794634,7.199557856794634,km
m1026773.1,l2821010.1,m1026773,l2821010,1,Line.ln6349988-1,1ph-4_acsrxx4_acsr,1,0.10899541,1.67466,0.93456,6.32285,0.1825302533106,0.10186275036959999,0.6891616281185,3211,1415,7.199557856794634,7.199557856794634,km
p895104.1,n1139537.1,p895104,n1139537,1,Line.ln5528572-2,1ph-4_wpalxx2_wpal,1,0.01423113,1.63092,0.861221,6.32285,0.0232098345396,0.01225614800973,0.0899813003205,41,2494,7.199557856794634,7.199557856794634,km
n1139537.1,p895104.1,n1139537,p895104,1,Line.ln5528572-2,1ph-4_wpalxx2_wpal,1,0.01423113,1.63092,0.861221,6.32285,0.0232098345396,0.01225614800973,0.0899813003205,2494,41,7.199557856794634,7.199557856794634,km
f739842.2,l0247162.2,f739842,l0247162,2,Line.ln247162,1ph-x2_acsrx2_acsr,1,0.03048,1.1223,0.896365,6.495819999999999,0.034207704000000005,0.0273212052,0.1979925936,3640,3731,7.199557856794634,7.199557856794634,km
l0247162.2,f739842.2,l0247162,f739842,2,Line.ln247162,1ph-x2_acsrx2_acsr,1,0.03048,1.1223,0.896365,6.495819999999999,0.034207704000000005,0.0273212052,0.1979925936,3731,3640,7.199557856794634,7.199557856794634,km
n1144668.1,m4113347.1,n1144668,m4113347,1,Line.ln5965099-11,3ph_h-2/0_acsr2/0_acsr2/0_acsr2_acsr,3,0.029610516,0.66087,0.869947,8.3452,0.01956870170892,0.025759579562652,0.2471056781232,534,3636,7.199557856794634,7.199557856794634,km
m4113347.1,n1144668.1,m4113347,n1144668,1,Line.ln5965099-11,3ph_h-2/0_acsr2/0_acsr2/0_acsr2_acsr,3,0.029610516,0.66087,0.869947,8.3452,0.01956870170892,0.025759579562652,0.2471056781232,3636,534,7.199557856794634,7.199557856794634,km
n1144668.2,m4113347.2,n1144668,m4113347,2,Line.ln5965099-11,3ph_h-2/0_acsr2/0_acsr2/0_acsr2_acsr,3,0.029610516,0.653999,0.878528,8.72099,0.019365247853484,0.026013667400448,0.25823301393084,535,3637,7.199557856794634,7.199557856794634,km
m4113347.2,n1144668.2,m4113347,n1144668,2,Line.ln5965099-11,3ph_h-2/0_acsr2/0_acsr2/0_acsr2_acsr,3,0.029610516,0.653999,0.878528,8.72099,0.019365247853484,0.026013667400448,0.25823301393084,3637,535,7.199557856794634,7.199557856794634,km
n1144668.3,m4113347.3,n1144668,m4113347,3,Line.ln5965099-11,3ph_h-2/0_acsr2/0_acsr2/0_acsr2_acsr,3,0.029610516,0.663007,0.8673,8.57671,0.019631979381612,0.025681200526799997,0.25396080868236,536,3635,7.199557856794634,7.199557856794634,km
m4113347.3,n1144668.3,m4113347,n1144668,3,Line.ln5965099-11,3ph_h-2/0_acsr2/0_acsr2/0_acsr2_acsr,3,0.029610516,0.663007,0.8673,8.57671,0.019631979381612,0.025681200526799997,0.25396080868236,3635,536,7.199557856794634,7.199557856794634,km
m1047444.2,m1047447.2,m1047444,m1047447,2,Line.ln5562928-1,1ph-x4_acsrx4_acsr,1,0.15185052,1.67466,0.93456,6.32285,0.2542979918232,0.1419134219712,0.9601280603819999,1549,592,7.199557856794634,7.199557856794634,km
m1047447.2,m1047444.2,m1047447,m1047444,2,Line.ln5562928-1,1ph-x4_acsrx4_acsr,1,0.15185052,1.67466,0.93456,6.32285,0.2542979918232,0.1419134219712,0.9601280603819999,592,1549,7.199557856794634,7.199557856794634,km
m1026906.1,l2691973.1,m1026906,l2691973,1,Line.ln5683857-1,1ph-4_wpalxx4_wpal,1,0.18404514,1.63382,0.89683,6.32285,0.3006966306348,0.1650572029062,1.163689813449,1076,3078,7.199557856794634,7.199557856794634,km
l2691973.1,m1026906.1,l2691973,m1026906,1,Line.ln5683857-1,1ph-4_wpalxx4_wpal,1,0.18404514,1.63382,0.89683,6.32285,0.3006966306348,0.1650572029062,1.163689813449,3078,1076,7.199557856794634,7.199557856794634,km
m1108329.3,l2935552.3,m1108329,l2935552,3,Line.ln6262235-1,1ph-xx4_acsr4_acsr,1,0.15260179,1.67466,0.93456,6.32285,0.25555611364139996,0.14261552886239998,0.9648782279014999,3516,3732,7.199557856794634,7.199557856794634,km
l2935552.3,m1108329.3,l2935552,m1108329,3,Line.ln6262235-1,1ph-xx4_acsr4_acsr,1,0.15260179,1.67466,0.93456,6.32285,0.25555611364139996,0.14261552886239998,0.9648782279014999,3732,3516,7.199557856794634,7.199557856794634,km
m1047548.1,m1047552.1,m1047548,m1047552,1,Line.ln6169252-1,3ph_h-2/0_acsr2/0_acsr2/0_acsr2_acsr,3,0.019359109,0.66087,0.869947,8.3452,0.012793854364829998,0.016841398797223,0.1615556364268,3408,2254,7.199557856794634,7.199557856794634,km
m1047552.1,m1047548.1,m1047552,m1047548,1,Line.ln6169252-1,3ph_h-2/0_acsr2/0_acsr2/0_acsr2_acsr,3,0.019359109,0.66087,0.869947,8.3452,0.012793854364829998,0.016841398797223,0.1615556364268,2254,3408,7.199557856794634,7.199557856794634,km
m1047548.2,m1047552.2,m1047548,m1047552,2,Line.ln6169252-1,3ph_h-2/0_acsr2/0_acsr2/0_acsr2_acsr,3,0.019359109,0.653999,0.878528,8.72099,0.012660837926891,0.017007519311551998,0.16883059599791,3409,2253,7.199557856794634,7.199557856794634,km
m1047552.2,m1047548.2,m1047552,m1047548,2,Line.ln6169252-1,3ph_h-2/0_acsr2/0_acsr2/0_acsr2_acsr,3,0.019359109,0.653999,0.878528,8.72099,0.012660837926891,0.017007519311551998,0.16883059599791,2253,3409,7.199557856794634,7.199557856794634,km
m1047548.3,m1047552.3,m1047548,m1047552,3,Line.ln6169252-1,3ph_h-2/0_acsr2/0_acsr2/0_acsr2_acsr,3,0.019359109,0.663007,0.8673,8.57671,0.012835224780763,0.0167901552357,0.16603746375139,3410,2255,7.199557856794634,7.199557856794634,km
