mv_node,lv_x_node_1,lv_x_node_2,sx_node_1,sx_node_2
L2729423.3,X2729423C.1,X2729423C.2,SX2729423C.1,SX2729423C.2
L2991929.2,X2991929B.1,X2991929B.2,SX2991929B.1,SX2991929B.2
L2767342.1,X2767342A.1,X2767342A.2,SX2767342A.1,SX2767342A.2
L2936212.1,X2936212A.1,X2936212A.2,SX2936212A.1,SX2936212A.2
L2861219.2,X2861219B.1,X2861219B.2,SX2861219B.1,SX2861219B.2
L3120376.1,X3120376A.1,X3120376A.2,SX3120376A.1,SX3120376A.2
L2991919.1,X2991919A.1,X2991919A.2,SX2991919A.1,SX2991919A.2
L3066804.1,X3066804A.1,X3066804A.2,SX3066804A.1,SX3066804A.2
L2935550.3,X2935550C.1,X2935550C.2,SX2935550C.1,SX2935550C.2
L2691942.2,X2691942B.1,X2691942B.2,SX2691942B.1,SX2691942B.2
L2842383.1,X2842383A.1,X2842383A.2,SX2842383A.1,SX2842383A.2
L3160863.3,X3160863C.1,X3160863C.2,SX3160863C.1,SX3160863C.2
L2935549.2,X2935549B.1,X2935549B.2,SX2935549B.1,SX2935549B.2
L3027122.1,X3027122A.1,X3027122A.2,SX3027122A.1,SX3027122A.2
L2673331.2,X2673331B.1,X2673331B.2,SX2673331B.1,SX2673331B.2
L3254231.1,X3254231A.1,X3254231A.2,SX3254231A.1,SX3254231A.2
L2785543.2,X2785543B.1,X2785543B.2,SX2785543B.1,SX2785543B.2
L2970258.3,X2970258C.1,X2970258C.2,SX2970258C.1,SX2970258C.2
L2748124.2,X2748124B.1,X2748124B.2,SX2748124B.1,SX2748124B.2
L2879773.1,X2879773A.1,X2879773A.2,SX2879773A.1,SX2879773A.2
L2841626.3,X2841626C.1,X2841626C.2,SX2841626C.1,SX2841626C.2
L2991905.1,X2991905A.1,X2991905A.2,SX2991905A.1,SX2991905A.2
L2822861.1,X2822861A.1,X2822861A.2,SX2822861A.1,SX2822861A.2
L3216337.1,X3216337A.1,X3216337A.2,SX3216337A.1,SX3216337A.2
L2674047.3,X2674047C.1,X2674047C.2,SX2674047C.1,SX2674047C.2
L2691967.2,X2691967B.1,X2691967B.2,SX2691967B.1,SX2691967B.2
L3626914.3,X3626914C.1,X3626914C.2,SX3626914C.1,SX3626914C.2
L3177894.1,X3177894A.1,X3177894A.2,SX3177894A.1,SX3177894A.2
L2690187.2,X2690187B.1,X2690187B.2,SX2690187B.1,SX2690187B.2
L3122827.1,X3122827A.1,X3122827A.2,SX3122827A.1,SX3122827A.2
L3315860.2,X3315860B.1,X3315860B.2,SX3315860B.1,SX3315860B.2
L2973165.1,X2973165A.1,X2973165A.2,SX2973165A.1,SX2973165A.2
L2691965.2,X2691965B.1,X2691965B.2,SX2691965B.1,SX2691965B.2
L3216346.1,X3216346A.1,X3216346A.2,SX3216346A.1,SX3216346A.2
L3235267.3,X3235267C.1,X3235267C.2,SX3235267C.1,SX3235267C.2
L3066801.3,X3066801C.1,X3066801C.2,SX3066801C.1,SX3066801C.2
L2898515.3,X2898515C.1,X2898515C.2,SX2898515C.1,SX2898515C.2
L2804258.2,X2804258B.1,X2804258B.2,SX2804258B.1,SX2804258B.2
L2954354.1,X2954354A.1,X2954354A.2,SX2954354A.1,SX2954354A.2
L2802481.1,X2802481A.1,X2802481A.2,SX2802481A.1,SX2802481A.2
L2710505.2,X2710505B.1,X2710505B.2,SX2710505B.1,SX2710505B.2
L3104114.2,X3104114B.1,X3104114B.2,SX3104114B.1,SX3104114B.2
L2798067.2,X2798067B.1,X2798067B.2,SX2798067B.1,SX2798067B.2
L3122825.1,X3122825A.1,X3122825A.2,SX3122825A.1,SX3122825A.2
L2710546.2,X2710546B.1,X2710546B.2,SX2710546B.1,SX2710546B.2
L2879071.2,X2879071B.1,X2879071B.2,SX2879071B.1,SX2879071B.2
L2785514.1,X2785514A.1,X2785514A.2,SX2785514A.1,SX2785514A.2
L2898457.1,X2898457A.1,X2898457A.2,SX2898457A.1,SX2898457A.2
L3727708.1,X3727708A.1,X3727708A.2,SX3727708A.1,SX3727708A.2
L3216988.2,X3216988B.1,X3216988B.2,SX3216988B.1,SX3216988B.2
L3197632.2,X3197632B.1,X3197632B.2,SX3197632B.1,SX3197632B.2
L3178997.3,X3178997C.1,X3178997C.2,SX3178997C.1,SX3178997C.2
L2785535.2,X2785535B.1,X2785535B.2,SX2785535B.1,SX2785535B.2
L3216343.3,X3216343C.1,X3216343C.2,SX3216343C.1,SX3216343C.2
L2748127.1,X2748127A.1,X2748127A.2,SX2748127A.1,SX2748127A.2
L2673323.3,X2673323C.1,X2673323C.2,SX2673323C.1,SX2673323C.2
L3104859.2,X3104859B.1,X3104859B.2,SX3104859B.1,SX3104859B.2
L2859403.1,X2859403A.1,X2859403A.2,SX2859403A.1,SX2859403A.2
L2954345.3,X2954345C.1,X2954345C.2,SX2954345C.1,SX2954345C.2
L3160098.1,X3160098A.1,X3160098A.2,SX3160098A.1,SX3160098A.2
L3254228.2,X3254228B.1,X3254228B.2,SX3254228B.1,SX3254228B.2
L3101788.1,X3101788A.1,X3101788A.2,SX3101788A.1,SX3101788A.2
L2785513.1,X2785513A.1,X2785513A.2,SX2785513A.1,SX2785513A.2
L3231269.2,X3231269B.1,X3231269B.2,SX3231269B.1,SX3231269B.2
L2991921.3,X2991921C.1,X2991921C.2,SX2991921C.1,SX2991921C.2
L3122826.1,X3122826A.1,X3122826A.2,SX3122826A.1,SX3122826A.2
L2842390.3,X2842390C.1,X2842390C.2,SX2842390C.1,SX2842390C.2
L2991913.1,X2991913A.1,X2991913A.2,SX2991913A.1,SX2991913A.2
L3104144.1,X3104144A.1,X3104144A.2,SX3104144A.1,SX3104144A.2
L2804270.2,X2804270B.1,X2804270B.2,SX2804270B.1,SX2804270B.2
L2917333.1,X2917333A.1,X2917333A.2,SX2917333A.1,SX2917333A.2
L2673315.1,X2673315A.1,X2673315A.2,SX2673315A.1,SX2673315A.2
L2688693.3,X2688693C.1,X2688693C.2,SX2688693C.1,SX2688693C.2
L2841645.3,X2841645C.1,X2841645C.2,SX2841645C.1,SX2841645C.2
L3048200.2,X3048200B.1,X3048200B.2,SX3048200B.1,SX3048200B.2
L3048208.1,X3048208A.1,X3048208A.2,SX3048208A.1,SX3048208A.2
L3067507.3,X3067507C.1,X3067507C.2,SX3067507C.1,SX3067507C.2
L2804249.3,X2804249C.1,X2804249C.2,SX2804249C.1,SX2804249C.2
L2936213.2,X2936213B.1,X2936213B.2,SX2936213B.1,SX2936213B.2
L3215340.1,X3215340A.1,X3215340A.2,SX3215340A.1,SX3215340A.2
L3118855.3,X3118855C.1,X3118855C.2,SX3118855C.1,SX3118855C.2
L3085397.2,X3085397B.1,X3085397B.2,SX3085397B.1,SX3085397B.2
L3104796.3,X3104796C.1,X3104796C.2,SX3104796C.1,SX3104796C.2
L3108449.1,X3108449A.1,X3108449A.2,SX3108449A.1,SX3108449A.2
L2673307.3,X2673307C.1,X2673307C.2,SX2673307C.1,SX2673307C.2
L2973159.1,X2973159A.1,X2973159A.2,SX2973159A.1,SX2973159A.2
L3101787.1,X3101787A.1,X3101787A.2,SX3101787A.1,SX3101787A.2
L2785521.3,X2785521C.1,X2785521C.2,SX2785521C.1,SX2785521C.2
L3235273.2,X3235273B.1,X3235273B.2,SX3235273B.1,SX3235273B.2
L2692600.3,X2692600C.1,X2692600C.2,SX2692600C.1,SX2692600C.2
L3179637.3,X3179637C.1,X3179637C.2,SX3179637C.1,SX3179637C.2
L2729406.3,X2729406C.1,X2729406C.2,SX2729406C.1,SX2729406C.2
L3029499.1,X3029499A.1,X3029499A.2,SX3029499A.1,SX3029499A.2
L3179650.2,X3179650B.1,X3179650B.2,SX3179650B.1,SX3179650B.2
L2748780.1,X2748780A.1,X2748780A.2,SX2748780A.1,SX2748780A.2
L3141398.1,X3141398A.1,X3141398A.2,SX3141398A.1,SX3141398A.2
L3085403.1,X3085403A.1,X3085403A.2,SX3085403A.1,SX3085403A.2
L3236011.2,X3236011B.1,X3236011B.2,SX3236011B.1,SX3236011B.2
L2710542.2,X2710542B.1,X2710542B.2,SX2710542B.1,SX2710542B.2
L2801896.2,X2801896B.1,X2801896B.2,SX2801896B.1,SX2801896B.2
L3029501.2,X3029501B.1,X3029501B.2,SX3029501B.1,SX3029501B.2
L3159645.1,X3159645A.1,X3159645A.2,SX3159645A.1,SX3159645A.2
L3125349.3,X3125349C.1,X3125349C.2,SX3125349C.1,SX3125349C.2
L2973149.2,X2973149B.1,X2973149B.2,SX2973149B.1,SX2973149B.2
L3030205.3,X3030205C.1,X3030205C.2,SX3030205C.1,SX3030205C.2
L2841615.1,X2841615A.1,X2841615A.2,SX2841615A.1,SX2841615A.2
L2767407.2,X2767407B.1,X2767407B.2,SX2767407B.1,SX2767407B.2
L3139103.1,X3139103A.1,X3139103A.2,SX3139103A.1,SX3139103A.2
L3011293.1,X3011293A.1,X3011293A.2,SX3011293A.1,SX3011293A.2
L3011293.2,X3011293B.1,X3011293B.2,SX3011293B.1,SX3011293B.2
L3011293.3,X3011293C.1,X3011293C.2,SX3011293C.1,SX3011293C.2
L3181545.3,X3181545C.1,X3181545C.2,SX3181545C.1,SX3181545C.2
L2935555.1,X2935555A.1,X2935555A.2,SX2935555A.1,SX2935555A.2
L3048207.2,X3048207B.1,X3048207B.2,SX3048207B.1,SX3048207B.2
L3160104.2,X3160104B.1,X3160104B.2,SX3160104B.1,SX3160104B.2
L2851933.1,X2851933A.1,X2851933A.2,SX2851933A.1,SX2851933A.2
L2851933.2,X2851933B.1,X2851933B.2,SX2851933B.1,SX2851933B.2
L2851933.3,X2851933C.1,X2851933C.2,SX2851933C.1,SX2851933C.2
L2897784.2,X2897784B.1,X2897784B.2,SX2897784B.1,SX2897784B.2
L3207907.1,X3207907A.1,X3207907A.2,SX3207907A.1,SX3207907A.2
L3207907.2,X3207907B.1,X3207907B.2,SX3207907B.1,SX3207907B.2
L3207907.3,X3207907C.1,X3207907C.2,SX3207907C.1,SX3207907C.2
L2726974.2,X2726974B.1,X2726974B.2,SX2726974B.1,SX2726974B.2
L3029502.1,X3029502A.1,X3029502A.2,SX3029502A.1,SX3029502A.2
L3178972.3,X3178972C.1,X3178972C.2,SX3178972C.1,SX3178972C.2
L3029055.2,X3029055B.1,X3029055B.2,SX3029055B.1,SX3029055B.2
L3029507.2,X3029507B.1,X3029507B.2,SX3029507B.1,SX3029507B.2
L3254230.1,X3254230A.1,X3254230A.2,SX3254230A.1,SX3254230A.2
L3030203.3,X3030203C.1,X3030203C.2,SX3030203C.1,SX3030203C.2
L3048203.2,X3048203B.1,X3048203B.2,SX3048203B.1,SX3048203B.2
L3048963.2,X3048963B.1,X3048963B.2,SX3048963B.1,SX3048963B.2
L2674027.2,X2674027B.1,X2674027B.2,SX2674027B.1,SX2674027B.2
L2973163.2,X2973163B.1,X2973163B.2,SX2973163B.1,SX2973163B.2
L2955074.1,X2955074A.1,X2955074A.2,SX2955074A.1,SX2955074A.2
L3216342.2,X3216342B.1,X3216342B.2,SX3216342B.1,SX3216342B.2
L3235243.3,X3235243C.1,X3235243C.2,SX3235243C.1,SX3235243C.2
L3214069.3,X3214069C.1,X3214069C.2,SX3214069C.1,SX3214069C.2
L2841632.2,X2841632B.1,X2841632B.2,SX2841632B.1,SX2841632B.2
L2822859.2,X2822859B.1,X2822859B.2,SX2822859B.1,SX2822859B.2
L3142050.3,X3142050C.1,X3142050C.2,SX3142050C.1,SX3142050C.2
L2973155.1,X2973155A.1,X2973155A.2,SX2973155A.1,SX2973155A.2
L2973791.1,X2973791A.1,X2973791A.2,SX2973791A.1,SX2973791A.2
L2841629.3,X2841629C.1,X2841629C.2,SX2841629C.1,SX2841629C.2
L2822868.1,X2822868A.1,X2822868A.2,SX2822868A.1,SX2822868A.2
L3122823.2,X3122823B.1,X3122823B.2,SX3122823B.1,SX3122823B.2
L2952003.2,X2952003B.1,X2952003B.2,SX2952003B.1,SX2952003B.2
L3104856.1,X3104856A.1,X3104856A.2,SX3104856A.1,SX3104856A.2
L2786204.3,X2786204C.1,X2786204C.2,SX2786204C.1,SX2786204C.2
L2841622.1,X2841622A.1,X2841622A.2,SX2841622A.1,SX2841622A.2
L2973150.1,X2973150A.1,X2973150A.2,SX2973150A.1,SX2973150A.2
L3066826.2,X3066826B.1,X3066826B.2,SX3066826B.1,SX3066826B.2
L3197638.1,X3197638A.1,X3197638A.2,SX3197638A.1,SX3197638A.2
L2785530.1,X2785530A.1,X2785530A.2,SX2785530A.1,SX2785530A.2
L3082988.2,X3082988B.1,X3082988B.2,SX3082988B.1,SX3082988B.2
L2860491.1,X2860491A.1,X2860491A.2,SX2860491A.1,SX2860491A.2
L2860491.2,X2860491B.1,X2860491B.2,SX2860491B.1,SX2860491B.2
