node,bus,phase,electrical_distance_ohm,reachable
sx2897800b.2,sx2897800b,2,35.30937833416359,True
sx3235246b.1,sx3235246b,1,nan,False
sx3235246b.2,sx3235246b,2,36.04641030562454,True
sx2710512b.1,sx2710512b,1,nan,False
sx2710512b.2,sx2710512b,2,36.15685800785728,True
sx2897791b.1,sx2897791b,1,nan,False
sx2897791b.2,sx2897791b,2,31.875912447909563,True
sx2916618b.1,sx2916618b,1,nan,False
sx2916618b.2,sx2916618b,2,31.587804011075406,True
sx3160113b.1,sx3160113b,1,nan,False
sx3160113b.2,sx3160113b,2,31.59239418954419,True
sx2804269b.1,sx2804269b,1,nan,False
sx2804269b.2,sx2804269b,2,31.65114876475773,True
sx2989564b.1,sx2989564b,1,nan,False
sx2989564b.2,sx2989564b,2,31.807799760185635,True
sx2897789b.1,sx2897789b,1,nan,False
sx2897789b.2,sx2897789b,2,31.96056885045637,True
sx2690941b.1,sx2690941b,1,nan,False
sx2690941b.2,sx2690941b,2,37.95726986537865,True
sx3234185b.1,sx3234185b,1,nan,False
sx3234185b.2,sx3234185b,2,37.95163871031549,True
sx3065750b.1,sx3065750b,1,nan,False
sx3065750b.2,sx3065750b,2,38.14231674320523,True
sx3159037b.1,sx3159037b,1,nan,False
sx3159037b.2,sx3159037b,2,37.654461672581924,True
sx2748124b.1,sx2748124b,1,nan,False
sx2748124b.2,sx2748124b,2,37.68648105905762,True
sx2710504b.1,sx2710504b,1,nan,False
sx2710504b.2,sx2710504b,2,37.3622395814542,True
sx2954346b.1,sx2954346b,1,nan,False
sx2954346b.2,sx2954346b,2,36.47448750256922,True
sx2710505b.1,sx2710505b,1,nan,False
sx2710505b.2,sx2710505b,2,37.04571295995567,True
sx3178974b.1,sx3178974b,1,nan,False
sx3178974b.2,sx3178974b,2,37.002418271522544,True
sx2691943b.1,sx2691943b,1,nan,False
sx2691943b.2,sx2691943b,2,37.52356199281636,True
sx2916603b.1,sx2916603b,1,nan,False
sx2916603b.2,sx2916603b,2,36.820930757597665,True
sx2804254a.1,sx2804254a,1,34.562664199504674,True
sx2804254a.2,sx2804254a,2,nan,False
sx2710513b.1,sx2710513b,1,nan,False
sx2710513b.2,sx2710513b,2,36.70729180572974,True
sx2973149b.1,sx2973149b,1,nan,False
sx2973149b.2,sx2973149b,2,37.56461170646345,True
sx3010562b.1,sx3010562b,1,nan,False
sx3010562b.2,sx3010562b,2,35.06832120360228,True
sx3254228b.1,sx3254228b,1,nan,False
sx3254228b.2,sx3254228b,2,31.724262233328382,True
sx2936213b.1,sx2936213b,1,nan,False
sx2936213b.2,sx2936213b,2,26.839721138149553,True
sx2692633c.1,sx2692633c,1,26.622915659198274,True
sx2692633c.2,sx2692633c,2,nan,False
sx3179646b.1,sx3179646b,1,26.495681666484614,True
sx3179646b.2,sx3179646b,2,26.555898020050577,True
sx3104830c.1,sx3104830c,1,26.414271803115252,True
sx3104830c.2,sx3104830c,2,nan,False
sx3142078b.1,sx3142078b,1,nan,False
sx3142078b.2,sx3142078b,2,36.01202903307913,True
sx2879752b.1,sx2879752b,1,nan,False
sx2879752b.2,sx2879752b,2,36.2234178986349,True
sx2952003b.1,sx2952003b,1,26.738916286418874,True
sx2952003b.2,sx2952003b,2,26.78727151190649,True
sx2990826a.1,sx2990826a,1,27.757210453002184,True
sx2990826a.2,sx2990826a,2,nan,False
sx2990826b.1,sx2990826b,1,27.757210453002184,True
sx2990826b.2,sx2990826b,2,27.769847899463933,True
sx2990826c.1,sx2990826c,1,27.757210453002184,True
sx2990826c.2,sx2990826c,2,nan,False
sx3197626c.1,sx3197626c,1,nan,False
sx3197626c.2,sx3197626c,2,nan,False
sx3066807c.1,sx3066807c,1,nan,False
sx3066807c.2,sx3066807c,2,nan,False
sx3197627c.1,sx3197627c,1,nan,False
sx3197627c.2,sx3197627c,2,nan,False
sx3216343c.1,sx3216343c,1,nan,False
sx3216343c.2,sx3216343c,2,nan,False
sx3085393c.1,sx3085393c,1,nan,False
sx3085393c.2,sx3085393c,2,nan,False
sx2897770c.1,sx2897770c,1,nan,False
sx2897770c.2,sx2897770c,2,nan,False
sx2748128c.1,sx2748128c,1,nan,False
sx2748128c.2,sx2748128c,2,nan,False
sx3085392c.1,sx3085392c,1,nan,False
sx3085392c.2,sx3085392c,2,nan,False
sx3029497c.1,sx3029497c,1,nan,False
sx3029497c.2,sx3029497c,2,nan,False
sx2673307c.1,sx2673307c,1,nan,False
sx2673307c.2,sx2673307c,2,nan,False
sx2729406c.1,sx2729406c,1,nan,False
sx2729406c.2,sx2729406c,2,nan,False
sx2897768c.1,sx2897768c,1,nan,False
sx2897768c.2,sx2897768c,2,nan,False
sx2822863c.1,sx2822863c,1,nan,False
sx2822863c.2,sx2822863c,2,nan,False
sx2841619c.1,sx2841619c,1,nan,False
sx2841619c.2,sx2841619c,2,nan,False
sx2804282c.1,sx2804282c,1,nan,False
sx2804282c.2,sx2804282c,2,nan,False
sx3104154c.1,sx3104154c,1,nan,False
sx3104154c.2,sx3104154c,2,nan,False
sx2897806c.1,sx2897806c,1,nan,False
sx2897806c.2,sx2897806c,2,nan,False
sx3216342b.1,sx3216342b,1,nan,False
sx3216342b.2,sx3216342b,2,32.604331216834154,True
sx2879063b.1,sx2879063b,1,nan,False
sx2879063b.2,sx2879063b,2,32.69321260067366,True
sx3048227a.1,sx3048227a,1,32.45028962696341,True
sx3048227a.2,sx3048227a,2,nan,False
sx3216367b.1,sx3216367b,1,32.30956938357499,True
sx3216367b.2,sx3216367b,2,32.402300743585954,True
sx3010561a.1,sx3010561a,1,32.68867404409745,True
sx3010561a.2,sx3010561a,2,nan,False
sx2991939b.1,sx2991939b,1,32.20714146039798,True
sx2991939b.2,sx2991939b,2,32.29961700935263,True
sx2673308b.1,sx2673308b,1,32.06531065493424,True
sx2673308b.2,sx2673308b,2,32.15747894942521,True
sx3066808c.1,sx3066808c,1,nan,False
sx3066808c.2,sx3066808c,2,nan,False
sx3141396c.1,sx3141396c,1,nan,False
sx3141396c.2,sx3141396c,2,nan,False
sx3066810c.1,sx3066810c,1,nan,False
sx3066810c.2,sx3066810c,2,nan,False
sx2897769c.1,sx2897769c,1,nan,False
sx2897769c.2,sx2897769c,2,nan,False
sx2766749b.1,sx2766749b,1,32.9143360629753,True
sx2766749b.2,sx2766749b,2,33.00857781193376,True
sx2973178b.1,sx2973178b,1,nan,False
sx2973178b.2,sx2973178b,2,33.260790367763065,True
sx3029518b.1,sx3029518b,1,nan,False
sx3029518b.2,sx3029518b,2,33.16143680249968,True
sx2935549b.1,sx2935549b,1,33.17155037832148,True
sx2935549b.2,sx2935549b,2,33.26647794559614,True
sx3122811a.1,sx3122811a,1,33.375173735289884,True
sx3122811a.2,sx3122811a,2,nan,False
sx3254207a.1,sx3254207a,1,34.08797715538829,True
sx3254207a.2,sx3254207a,2,nan,False
sx2822877b.1,sx2822877b,1,34.0346866582137,True
sx2822877b.2,sx2822877b,2,34.13162899296986,True
sx2841618a.1,sx2841618a,1,34.26809279762971,True
sx2841618a.2,sx2841618a,2,nan,False
sx3066805a.1,sx3066805a,1,34.44964648390666,True
sx3066805a.2,sx3066805a,2,nan,False
sx2785514a.1,sx2785514a,1,34.52260912663869,True
sx2785514a.2,sx2785514a,2,nan,False
sx3235244a.1,sx3235244a,1,34.64793354972623,True
sx3235244a.2,sx3235244a,2,nan,False
sx2785513a.1,sx2785513a,1,34.896615583696956,True
sx2785513a.2,sx2785513a,2,nan,False
sx3160101a.1,sx3160101a,1,34.94606799073,True
sx3160101a.2,sx3160101a,2,nan,False
sx3010559a.1,sx3010559a,1,35.0046163938043,True
sx3010559a.2,sx3010559a,2,nan,False
sx3159448a.1,sx3159448a,1,34.553355142173544,True
sx3159448a.2,sx3159448a,2,nan,False
sx2973156b.1,sx2973156b,1,nan,False
sx2973156b.2,sx2973156b,2,34.43680124689857,True
sx3029501b.1,sx3029501b,1,nan,False
sx3029501b.2,sx3029501b,2,34.87160026773065,True
sx2691949b.1,sx2691949b,1,nan,False
sx2691949b.2,sx2691949b,2,35.513934054195296,True
sx3104127b.1,sx3104127b,1,nan,False
sx3104127b.2,sx3104127b,2,35.479459468493836,True
sx2897774b.1,sx2897774b,1,nan,False
sx2897774b.2,sx2897774b,2,34.86506508165216,True
sx2879061b.1,sx2879061b,1,nan,False
sx2879061b.2,sx2879061b,2,35.15938157217359,True
sx3066813b.1,sx3066813b,1,nan,False
sx3066813b.2,sx3066813b,2,35.072969063711014,True
sx2991910b.1,sx2991910b,1,nan,False
sx2991910b.2,sx2991910b,2,35.23817710235937,True
sx2879072b.1,sx2879072b,1,nan,False
sx2879072b.2,sx2879072b,2,35.324956541029074,True
sx3197635b.1,sx3197635b,1,nan,False
sx3197635b.2,sx3197635b,2,35.87056056457896,True
sx2804258b.1,sx2804258b,1,nan,False
sx2804258b.2,sx2804258b,2,35.82781986855673,True
sx3235250b.1,sx3235250b,1,nan,False
sx3235250b.2,sx3235250b,2,35.99972890816862,True
sx2954349b.1,sx2954349b,1,nan,False
sx2954349b.2,sx2954349b,2,36.313936089337055,True
sx2766722b.1,sx2766722b,1,nan,False
sx2766722b.2,sx2766722b,2,36.403193568859194,True
sx2879071b.1,sx2879071b,1,nan,False
sx2879071b.2,sx2879071b,2,36.478810681610526,True
sx3029504b.1,sx3029504b,1,nan,False
sx3029504b.2,sx3029504b,2,36.593524013320625,True
sx2691948b.1,sx2691948b,1,nan,False
sx2691948b.2,sx2691948b,2,36.89132966600838,True
sx2710546b.1,sx2710546b,1,nan,False
sx2710546b.2,sx2710546b,2,36.978554391804174,True
sx2785547b.1,sx2785547b,1,nan,False
sx2785547b.2,sx2785547b,2,36.8644122833967,True
sx3254214b.1,sx3254214b,1,nan,False
sx3254214b.2,sx3254214b,2,37.109761128846046,True
sx3160104b.1,sx3160104b,1,nan,False
sx3160104b.2,sx3160104b,2,37.37825467142848,True
sx3216349b.1,sx3216349b,1,nan,False
sx3216349b.2,sx3216349b,2,37.60255294769934,True
sx2879077b.1,sx2879077b,1,nan,False
sx2879077b.2,sx2879077b,2,37.71326478475311,True
sx2991916b.1,sx2991916b,1,nan,False
sx2991916b.2,sx2991916b,2,37.993753377370126,True
sx3235245c.1,sx3235245c,1,nan,False
sx3235245c.2,sx3235245c,2,nan,False
sx2766716c.1,sx2766716c,1,nan,False
sx2766716c.2,sx2766716c,2,nan,False
sx3254209c.1,sx3254209c,1,nan,False
sx3254209c.2,sx3254209c,2,nan,False
sx3254204a.1,sx3254204a,1,32.92447690424815,True
sx3254204a.2,sx3254204a,2,nan,False
sx2841627a.1,sx2841627a,1,38.52036505340434,True
sx2841627a.2,sx2841627a,2,nan,False
sx3216348a.1,sx3216348a,1,38.16938094802288,True
sx3216348a.2,sx3216348a,2,nan,False
sx2691947a.1,sx2691947a,1,38.287808506899594,True
sx2691947a.2,sx2691947a,2,nan,False
sx2841648a.1,sx2841648a,1,38.11840186115128,True
sx2841648a.2,sx2841648a,2,nan,False
sx2973157a.1,sx2973157a,1,37.41179065123792,True
sx2973157a.2,sx2973157a,2,nan,False
sx3178978a.1,sx3178978a,1,35.911822149468335,True
sx3178978a.2,sx3178978a,2,nan,False
sx2879075a.1,sx2879075a,1,36.32062460547395,True
sx2879075a.2,sx2879075a,2,nan,False
sx3082992a.1,sx3082992a,1,38.000599208009476,True
sx3082992a.2,sx3082992a,2,nan,False
sx2728247a.1,sx2728247a,1,27.711112554291716,True
sx2728247a.2,sx2728247a,2,nan,False
sx2728247b.1,sx2728247b,1,27.626491379799127,True
sx2728247b.2,sx2728247b,2,27.639229891681374,True
sx2728247c.1,sx2728247c,1,27.711112554291716,True
sx2728247c.2,sx2728247c,2,nan,False
sx3197633a.1,sx3197633a,1,34.399892150801115,True
sx3197633a.2,sx3197633a,2,nan,False
sx2879069a.1,sx2879069a,1,34.250080735145126,True
sx2879069a.2,sx2879069a,2,nan,False
sx3178971a.1,sx3178971a,1,34.88492440169704,True
sx3178971a.2,sx3178971a,2,nan,False
sx2973154a.1,sx2973154a,1,34.08015900937258,True
sx2973154a.2,sx2973154a,2,nan,False
sx2973155a.1,sx2973155a,1,33.19489718560562,True
sx2973155a.2,sx2973155a,2,nan,False
sx3122814c.1,sx3122814c,1,nan,False
sx3122814c.2,sx3122814c,2,nan,False
sx2991908a.1,sx2991908a,1,32.783951626040846,True
sx2991908a.2,sx2991908a,2,nan,False
sx2860481c.1,sx2860481c,1,nan,False
sx2860481c.2,sx2860481c,2,nan,False
sx2841621c.1,sx2841621c,1,32.317580395723525,True
sx2841621c.2,sx2841621c,2,nan,False
sx2804255b.1,sx2804255b,1,nan,False
sx2804255b.2,sx2804255b,2,32.472693379573904,True
sx2954345c.1,sx2954345c,1,nan,False
sx2954345c.2,sx2954345c,2,nan,False
sx2935555a.1,sx2935555a,1,31.6838976642124,True
sx2935555a.2,sx2935555a,2,nan,False
sx2897773a.1,sx2897773a,1,31.82729194407122,True
sx2897773a.2,sx2897773a,2,nan,False
sx2748127a.1,sx2748127a,1,32.114515114412605,True
sx2748127a.2,sx2748127a,2,nan,False
sx3197631a.1,sx3197631a,1,32.013074313403024,True
sx3197631a.2,sx3197631a,2,nan,False
sx2935554a.1,sx2935554a,1,31.617944911075217,True
sx2935554a.2,sx2935554a,2,nan,False
sx2822866b.1,sx2822866b,1,31.199778991307355,True
sx2822866b.2,sx2822866b,2,31.288197141965732,True
sx3178972c.1,sx3178972c,1,nan,False
sx3178972c.2,sx3178972c,2,nan,False
sx3104123c.1,sx3104123c,1,nan,False
sx3104123c.2,sx3104123c,2,nan,False
sx2973153a.1,sx2973153a,1,31.014569609395764,True
sx2973153a.2,sx2973153a,2,nan,False
sx3216123a.1,sx3216123a,1,30.746298520983533,True
sx3216123a.2,sx3216123a,2,nan,False
sx2972930a.1,sx2972930a,1,30.512363403982953,True
sx2972930a.2,sx2972930a,2,nan,False
sx3029506b.1,sx3029506b,1,nan,False
sx3029506b.2,sx3029506b,2,30.318163302806344,True
sx2785521c.1,sx2785521c,1,nan,False
sx2785521c.2,sx2785521c,2,nan,False
sx3197661c.1,sx3197661c,1,nan,False
sx3197661c.2,sx3197661c,2,nan,False
sx3216345b.1,sx3216345b,1,30.62458571302477,True
sx3216345b.2,sx3216345b,2,30.716189958333217,True
sx2879070b.1,sx2879070b,1,30.58343861270729,True
sx2879070b.2,sx2879070b,2,30.67479920143156,True
sx2973160b.1,sx2973160b,1,nan,False
sx2973160b.2,sx2973160b,2,30.56512222978734,True
sx3066815c.1,sx3066815c,1,29.991150061013187,True
sx3066815c.2,sx3066815c,2,nan,False
sx2897777c.1,sx2897777c,1,30.00226240109439,True
sx2897777c.2,sx2897777c,2,nan,False
sx2991914c.1,sx2991914c,1,30.71511552762918,True
sx2991914c.2,sx2991914c,2,nan,False
sx2822869a.1,sx2822869a,1,30.905988833939723,True
sx2822869a.2,sx2822869a,2,nan,False
sx2729410c.1,sx2729410c,1,nan,False
sx2729410c.2,sx2729410c,2,nan,False
sx3197640c.1,sx3197640c,1,nan,False
sx3197640c.2,sx3197640c,2,nan,False
sx2954353a.1,sx2954353a,1,29.745011303654636,True
sx2954353a.2,sx2954353a,2,nan,False
sx3160109b.1,sx3160109b,1,30.617301827282922,True
sx3160109b.2,sx3160109b,2,30.705806793379857,True
sx3104136b.1,sx3104136b,1,30.758774581122765,True
sx3104136b.2,sx3104136b,2,30.847538943199325,True
sx2822872b.1,sx2822872b,1,30.87688719362995,True
sx2822872b.2,sx2822872b,2,30.96604046738274,True
sx3122821b.1,sx3122821b,1,31.364933714328792,True
sx3122821b.2,sx3122821b,2,31.455305871488747,True
sx2860482a.1,sx2860482a,1,31.703258834982996,True
sx2860482a.2,sx2860482a,2,nan,False
sx3010560b.1,sx3010560b,1,31.689110894900843,True
sx3010560b.2,sx3010560b,2,31.78029267608151,True
sx3104119a.1,sx3104119a,1,31.93440670186897,True
sx3104119a.2,sx3104119a,2,nan,False
sx2785517c.1,sx2785517c,1,nan,False
sx2785517c.2,sx2785517c,2,nan,False
sx3066809c.1,sx3066809c,1,nan,False
sx3066809c.2,sx3066809c,2,nan,False
sx2954344c.1,sx2954344c,1,nan,False
sx2954344c.2,sx2954344c,2,nan,False
sx2897767c.1,sx2897767c,1,nan,False
sx2897767c.2,sx2897767c,2,nan,False
sx3254208c.1,sx3254208c,1,nan,False
sx3254208c.2,sx3254208c,2,nan,False
sx2748125c.1,sx2748125c,1,nan,False
sx2748125c.2,sx2748125c,2,nan,False
sx2673303c.1,sx2673303c,1,nan,False
sx2673303c.2,sx2673303c,2,nan,False
sx3104117c.1,sx3104117c,1,nan,False
sx3104117c.2,sx3104117c,2,nan,False
sx3010568a.1,sx3010568a,1,29.503756195853477,True
sx3010568a.2,sx3010568a,2,nan,False
sx3029505c.1,sx3029505c,1,nan,False
sx3029505c.2,sx3029505c,2,nan,False
sx2673318c.1,sx2673318c,1,nan,False
sx2673318c.2,sx2673318c,2,nan,False
sx3178979c.1,sx3178979c,1,nan,False
sx3178979c.2,sx3178979c,2,nan,False
sx3104129a.1,sx3104129a,1,29.454260604317078,True
sx3104129a.2,sx3104129a,2,nan,False
sx3141401a.1,sx3141401a,1,29.350438048314672,True
sx3141401a.2,sx3141401a,2,nan,False
sx2841632b.1,sx2841632b,1,29.11078855308263,True
sx2841632b.2,sx2841632b,2,29.198578562789027,True
sx2748157a.1,sx2748157a,1,29.211819234465935,True
sx2748157a.2,sx2748157a,2,nan,False
sx2785537a.1,sx2785537a,1,29.438131667141402,True
sx2785537a.2,sx2785537a,2,nan,False
sx2691967b.1,sx2691967b,1,28.739330842076416,True
sx2691967b.2,sx2691967b,2,28.82609921735629,True
sx2916620a.1,sx2916620a,1,28.571371902559306,True
sx2916620a.2,sx2916620a,2,nan,False
sx2916620b.1,sx2916620b,1,28.571371902559306,True
sx2916620b.2,sx2916620b,2,28.657982881294544,True
sx2916620c.1,sx2916620c,1,28.571371902559306,True
sx2916620c.2,sx2916620c,2,nan,False
sx2766738c.1,sx2766738c,1,28.284815387222228,True
sx2766738c.2,sx2766738c,2,nan,False
sx3066814b.1,sx3066814b,1,28.234441407363413,True
sx3066814b.2,sx3066814b,2,28.316555743284177,True
sx2820535b.1,sx2820535b,1,nan,False
sx2820535b.2,sx2820535b,2,28.515929788353326,True
sx2785534b.1,sx2785534b,1,nan,False
sx2785534b.2,sx2785534b,2,28.78149837438327,True
sx2691965b.1,sx2691965b,1,nan,False
sx2691965b.2,sx2691965b,2,29.05488338394545,True
sx2748144a.1,sx2748144a,1,28.501465933601946,True
sx2748144a.2,sx2748144a,2,nan,False
sx2897792a.1,sx2897792a,1,28.65461129767407,True
sx2897792a.2,sx2897792a,2,nan,False
sx2785538a.1,sx2785538a,1,28.792777884333013,True
sx2785538a.2,sx2785538a,2,nan,False
sx2897793a.1,sx2897793a,1,28.99935474061928,True
sx2897793a.2,sx2897793a,2,nan,False
sx3254231a.1,sx3254231a,1,29.144162686504202,True
sx3254231a.2,sx3254231a,2,nan,False
sx3254230a.1,sx3254230a,1,29.38011101327308,True
sx3254230a.2,sx3254230a,2,nan,False
sx2673331b.1,sx2673331b,1,nan,False
sx2673331b.2,sx2673331b,2,29.73520183935375,True
sx2935567b.1,sx2935567b,1,nan,False
sx2935567b.2,sx2935567b,2,29.789384602036336,True
sx2804272b.1,sx2804272b,1,nan,False
sx2804272b.2,sx2804272b,2,29.4695533635262,True
sx3160115b.1,sx3160115b,1,nan,False
sx3160115b.2,sx3160115b,2,29.569414175510406,True
sx3254227b.1,sx3254227b,1,nan,False
sx3254227b.2,sx3254227b,2,29.234226580610922,True
sx2860499b.1,sx2860499b,1,nan,False
sx2860499b.2,sx2860499b,2,29.507834067670696,True
sx3254229b.1,sx3254229b,1,nan,False
sx3254229b.2,sx3254229b,2,29.643932064011462,True
sx2822873b.1,sx2822873b,1,nan,False
sx2822873b.2,sx2822873b,2,30.176465124373273,True
sx3178988b.1,sx3178988b,1,nan,False
sx3178988b.2,sx3178988b,2,29.848262604392104,True
sx2785536b.1,sx2785536b,1,nan,False
sx2785536b.2,sx2785536b,2,30.121601403763652,True
sx3066826b.1,sx3066826b,1,nan,False
sx3066826b.2,sx3066826b,2,30.03052603440482,True
sx3197653b.1,sx3197653b,1,nan,False
sx3197653b.2,sx3197653b,2,32.23589406277547,True
sx2785535b.1,sx2785535b,1,nan,False
sx2785535b.2,sx2785535b,2,32.12080992837588,True
sx2916619b.1,sx2916619b,1,nan,False
sx2916619b.2,sx2916619b,2,30.633908514479835,True
sx2916617b.1,sx2916617b,1,nan,False
sx2916617b.2,sx2916617b,2,30.85784290541256,True
sx3122835b.1,sx3122835b,1,nan,False
sx3122835b.2,sx3122835b,2,30.47145731417382,True
sx2691966b.1,sx2691966b,1,nan,False
sx2691966b.2,sx2691966b,2,29.764702079961587,True
sx3104145b.1,sx3104145b,1,nan,False
sx3104145b.2,sx3104145b,2,30.296619429183842,True
sx2973171b.1,sx2973171b,1,nan,False
sx2973171b.2,sx2973171b,2,29.96656455331054,True
sx2804270b.1,sx2804270b,1,nan,False
sx2804270b.2,sx2804270b,2,30.12611588571034,True
sx3235273b.1,sx3235273b,1,nan,False
sx3235273b.2,sx3235273b,2,30.295806838070714,True
sx2729423c.1,sx2729423c,1,nan,False
sx2729423c.2,sx2729423c,2,nan,False
sx2729424a.1,sx2729424a,1,28.995263784878496,True
sx2729424a.2,sx2729424a,2,nan,False
sx3160114a.1,sx3160114a,1,28.949390749819393,True
sx3160114a.2,sx3160114a,2,nan,False
sx3104144a.1,sx3104144a,1,28.949067821221824,True
sx3104144a.2,sx3104144a,2,nan,False
sx3197652a.1,sx3197652a,1,28.926787130189652,True
sx3197652a.2,sx3197652a,2,nan,False
sx3141394b.1,sx3141394b,1,nan,False
sx3141394b.2,sx3141394b,2,26.988893724151577,True
sx2804277c.1,sx2804277c,1,nan,False
sx2804277c.2,sx2804277c,2,nan,False
sx3197625c.1,sx3197625c,1,nan,False
sx3197625c.2,sx3197625c,2,nan,False
sx2785511a.1,sx2785511a,1,27.855503893122172,True
sx2785511a.2,sx2785511a,2,nan,False
sx2973148a.1,sx2973148a,1,28.006232506388823,True
sx2973148a.2,sx2973148a,2,nan,False
sx3160098a.1,sx3160098a,1,27.67802228071564,True
sx3160098a.2,sx3160098a,2,nan,False
sx2916602a.1,sx2916602a,1,27.774994057973444,True
sx2916602a.2,sx2916602a,2,nan,False
sx3231255c.1,sx3231255c,1,27.817637595138947,True
sx3231255c.2,sx3231255c,2,nan,False
sx3118855c.1,sx3118855c,1,27.761144796488473,True
sx3118855c.2,sx3118855c,2,nan,False
sx3085410b.1,sx3085410b,1,nan,False
sx3085410b.2,sx3085410b,2,29.461112990717893,True
sx2992556c.1,sx2992556c,1,nan,False
sx2992556c.2,sx2992556c,2,nan,False
sx3198356c.1,sx3198356c,1,nan,False
sx3198356c.2,sx3198356c,2,nan,False
sx3048968c.1,sx3048968c,1,nan,False
sx3048968c.2,sx3048968c,2,nan,False
sx2767414c.1,sx2767414c,1,nan,False
sx2767414c.2,sx2767414c,2,nan,False
sx3045895c.1,sx3045895c,1,nan,False
sx3045895c.2,sx3045895c,2,nan,False
sx2692664c.1,sx2692664c,1,nan,False
sx2692664c.2,sx2692664c,2,nan,False
sx2991901b.1,sx2991901b,1,nan,False
sx2991901b.2,sx2991901b,2,36.12095411267853,True
sx2673322b.1,sx2673322b,1,nan,False
sx2673322b.2,sx2673322b,2,35.597423583812095,True
sx2766730b.1,sx2766730b,1,nan,False
sx2766730b.2,sx2766730b,2,35.53644824483102,True
sx2689691a.1,sx2689691a,1,35.199814080239925,True
sx2689691a.2,sx2689691a,2,nan,False
sx2914323b.1,sx2914323b,1,nan,False
sx2914323b.2,sx2914323b,2,35.428840460898606,True
sx3048222c.1,sx3048222c,1,nan,False
sx3048222c.2,sx3048222c,2,nan,False
sx3122837c.1,sx3122837c,1,nan,False
sx3122837c.2,sx3122837c,2,nan,False
sx2991933c.1,sx2991933c,1,nan,False
sx2991933c.2,sx2991933c,2,nan,False
sx2710525c.1,sx2710525c,1,nan,False
sx2710525c.2,sx2710525c,2,nan,False
sx2673323c.1,sx2673323c,1,nan,False
sx2673323c.2,sx2673323c,2,nan,False
sx2710542b.1,sx2710542b,1,nan,False
sx2710542b.2,sx2710542b,2,33.93414882783826,True
sx2766742b.1,sx2766742b,1,nan,False
sx2766742b.2,sx2766742b,2,34.247939896095794,True
sx3254234b.1,sx3254234b,1,nan,False
sx3254234b.2,sx3254234b,2,34.52344107588172,True
sx3104114b.1,sx3104114b,1,nan,False
sx3104114b.2,sx3104114b,2,34.677864941905014,True
sx2822857b.1,sx2822857b,1,nan,False
sx2822857b.2,sx2822857b,2,34.896042210087806,True
sx2691939b.1,sx2691939b,1,nan,False
sx2691939b.2,sx2691939b,2,34.904793168087025,True
sx2860478b.1,sx2860478b,1,nan,False
sx2860478b.2,sx2860478b,2,35.05844629254551,True
sx2822858b.1,sx2822858b,1,nan,False
sx2822858b.2,sx2822858b,2,35.139446526760125,True
sx3254206b.1,sx3254206b,1,nan,False
sx3254206b.2,sx3254206b,2,35.064537444415734,True
sx2766715b.1,sx2766715b,1,nan,False
sx2766715b.2,sx2766715b,2,35.17359449121717,True
sx2860479b.1,sx2860479b,1,nan,False
sx2860479b.2,sx2860479b,2,35.456523612087416,True
sx3178969b.1,sx3178969b,1,nan,False
sx3178969b.2,sx3178969b,2,35.43149767741708,True
sx2729401b.1,sx2729401b,1,nan,False
sx2729401b.2,sx2729401b,2,35.57842134866176,True
sx2804245b.1,sx2804245b,1,nan,False
sx2804245b.2,sx2804245b,2,35.56397284171993,True
sx3216338b.1,sx3216338b,1,nan,False
sx3216338b.2,sx3216338b,2,36.19437148835648,True
sx2691938b.1,sx2691938b,1,nan,False
sx2691938b.2,sx2691938b,2,35.93093981269634,True
sx2673326b.1,sx2673326b,1,nan,False
sx2673326b.2,sx2673326b,2,35.883643408244666,True
sx3251806b.1,sx3251806b,1,nan,False
sx3251806b.2,sx3251806b,2,35.75418426346445,True
sx3160108b.1,sx3160108b,1,nan,False
sx3160108b.2,sx3160108b,2,35.740902635867116,True
sx2841624b.1,sx2841624b,1,nan,False
sx2841624b.2,sx2841624b,2,36.28358325325368,True
sx2729409b.1,sx2729409b,1,nan,False
sx2729409b.2,sx2729409b,2,36.079580159815,True
sx3029510b.1,sx3029510b,1,nan,False
sx3029510b.2,sx3029510b,2,35.909789884809555,True
sx2991927b.1,sx2991927b,1,nan,False
sx2991927b.2,sx2991927b,2,36.03355257039919,True
sx2954338b.1,sx2954338b,1,nan,False
sx2954338b.2,sx2954338b,2,34.83416981888449,True
sx3197634b.1,sx3197634b,1,nan,False
sx3197634b.2,sx3197634b,2,32.679127188456064,True
sx2729408b.1,sx2729408b,1,nan,False
sx2729408b.2,sx2729408b,2,32.772669458820985,True
sx2991909a.1,sx2991909a,1,32.47195940902213,True
sx2991909a.2,sx2991909a,2,nan,False
sx3085398b.1,sx3085398b,1,32.581244632653515,True
sx3085398b.2,sx3085398b,2,32.67724241164508,True
sx2673314c.1,sx2673314c,1,nan,False
sx2673314c.2,sx2673314c,2,nan,False
sx3122817c.1,sx3122817c,1,nan,False
sx3122817c.2,sx3122817c,2,nan,False
sx3160102b.1,sx3160102b,1,32.91369829132189,True
sx3160102b.2,sx3160102b,2,33.00916101546903,True
sx2822871b.1,sx2822871b,1,31.707269449091765,True
sx2822871b.2,sx2822871b,2,31.80153070442418,True
sx2876813a.1,sx2876813a,1,31.743372020910222,True
sx2876813a.2,sx2876813a,2,nan,False
sx2952013a.1,sx2952013a,1,32.39842815365331,True
sx2952013a.2,sx2952013a,2,nan,False
sx2916598a.1,sx2916598a,1,32.325076579962385,True
